TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-174,67th/Wentworth,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-1800,05/04/2011,12/31/2035
T-053,Pilsen Industrial Corridor,2022,Revenue,Property tax,17837100,06/10/1998,12/31/2022
T-177,Foster/California,2027,Revenue,Property tax,458600,03/05/2014,12/31/2038
T-095,Midwest,2018,Current Obligations,Pedestrian countdown signals - California/Madison,16500,05/17/2000,12/31/2036
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2022,Current Obligations,Montclare Sr - Calumet Heights,-600000,06/10/1998,12/31/2034
T-139,Ravenswood Corridor,Fund / Project Balances,Current Obligations,Protected bike lanes,-24000,03/09/2005,12/31/2029
T-113,Roseland/Michigan,2026,Transfers Between TIF Districts,To North Pullman (RA - Whole Foods Distribution),-1014000,01/16/2002,12/31/2026
T-034,North Branch (South),Fund / Project Balances,Current Obligations,North Branch Truckway study,-4900,02/05/1998,02/05/2021
T-118,47th/King Drive,Fund / Project Balances,Current Obligations,"Resurfacing - King Dr, 37th to 51st",-547200,03/27/2002,12/31/2026
T-087,Fullerton/Milwaukee,2022,Current Obligations,Program administration,-167300,02/16/2000,12/31/2024
T-064,Northwest Industrial Corridor,2018,Current Obligations,"Viaduct - North Av, Kilpatrick to Cicero",16800,12/02/1998,12/31/2022
T-089,Midway Industrial Corridor,2019,Transfers Between TIF Districts,To Stevenson/Brighton (CPS - Brighton Park II),-300000,02/16/2000,12/31/2024
T-172,Randolph/Wells,2033,Current Obligations,RA - Randolph Tower,-267400,06/09/2010,12/31/2034
T-176,107th/Halsted,2033,Current Obligations,Program administration,-101300,03/05/2014,12/31/2038
T-052,Kinzie Industrial Corridor,2021,Current Obligations,"Street improvements - Grand, Damen to Racine (Section 7)",-2500000,06/10/1998,12/31/2022
T-128,Commercial Avenue,2018,Current Obligations,Program administration,-22800,11/13/2002,12/31/2026
T-180,Red Purple Transit,2018,Current Obligations,Program administration,-219300,11/20/2016,12/31/2052
T-038,Roosevelt/Cicero,Fund / Project Balances,Current Obligations,"Resurfacing - Fairfield, Roosevelt to 14th",-8500,02/05/1998,02/05/2021
T-061,Bronzeville,2018,Current Obligations,"Lighting - Calumet, 35th to 37th",260100,11/04/1998,12/31/2022
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Professional services,-1800,01/14/1997,12/31/2021
T-156,Austin Commercial,2024,Revenue,Tax rate increase surplus revenue,-101000,09/27/2007,12/31/2031
T-164,Little Village East,Fund / Project Balances,Current Obligations,Pedestrian countdown signals - 31st/Kedzie,-5300,04/22/2009,12/31/2033
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CPS IGA - Perez - ADA 3,-800000,06/10/1998,12/31/2022
T-097,51st/Archer,2023,Revenue,Property tax,1854100,05/17/2000,12/31/2024
T-072,24th/Michigan,2018,Current Obligations,Crosswalks - Archer/Wentworth,16400,07/21/1999,07/21/2022
T-148,Harlem Industrial Park Conservation Area,2018,Current Obligations,Local Industrial Retention Initiative,-9400,03/14/2007,12/31/2031
T-176,107th/Halsted,2020,Proposed Projects,Lighting - Smart infrastructure,-400000,03/05/2014,12/31/2038
T-166,North Pullman,2023,Transfers Between TIF Districts,From Roseland/Michigan (RA - Whole Foods Distribution),507000,06/30/2009,12/31/2033
T-104,River West,2022,Revenue,Property tax,23410800,01/10/2001,12/31/2025
T-089,Midway Industrial Corridor,2023,Current Obligations,Program administration,-85000,02/16/2000,12/31/2024
T-171,West Woodlawn,2019,Proposed Projects,Lighting - Smart infrastructure,-800000,05/12/2010,12/31/2034
T-037,River South,2018,Transfers Between TIF Districts,From Canal/Congress (Wells St - Roosevelt to Archer),17000000,07/30/1997,12/31/2021
T-151,Armitage/Pulaski,2030,Revenue,Property tax,379200,06/13/2007,12/31/2031
T-142,Western Avenue/Rock Island,2018,Proposed Projects,Anticipated salvage - SBIF,22600,02/08/2006,12/31/2030
T-066,Greater Southwest Industrial Corridor (East),2021,Current Obligations,RA - Gateway Park LLC,-555700,03/10/1999,12/31/2023
T-126,Madden/Wells,2022,Current Obligations,RA - Phase 2C - interest subsidy / Note 1,-147500,11/06/2002,12/31/2026
T-169,Ewing Avenue,2022,Current Obligations,Program administration,-8800,03/10/2010,12/31/2034
T-033,North Branch (North),Fund / Project Balances,Current Obligations,North Branch Transportation Study,-39100,07/02/1997,12/31/2021
T-038,Roosevelt/Cicero,2019,Fund Balance,Surplus TIF funds,-530000,02/05/1998,02/05/2021
T-103,Lake Calumet Area Industrial,2024,Current Obligations,Program administration,-113700,12/13/2000,12/31/2024
T-082,Belmont/Cicero,2018,Current Obligations,Sidewalk/curb/driveway - 5235 W Belden,7900,01/12/2000,12/31/2024
T-045,Stockyards Southeast Quadrant Industrial,2028,Current Obligations,Program administration,-113500,02/26/1992,12/31/2028
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2028,Current Obligations,RA - A Finkl & Sons Co,-428000,06/10/1998,12/31/2034
T-091,Peterson/Pulaski,Fund / Project Balances,Current Obligations,"Lighting - Pulaski, Peterson to Devon",-145300,02/16/2000,12/31/2024
T-087,Fullerton/Milwaukee,2021,Current Obligations,RA - Logan Theater,-200000,02/16/2000,12/31/2024
T-057,Jefferson Park Business District,2019,Proposed Projects,Alley conversion to public plaza - 4866 N Milwaukee - construction,-300000,09/09/1998,09/09/2021
T-095,Midwest,Fund / Project Balances,Current Obligations,Job training,-9600,05/17/2000,12/31/2036
T-055,43rd/Cottage Grove,2019,Current Obligations,RA - Shops & Lofts at 47th (Residential),-1263300,07/08/1998,12/31/2022
T-161,Ogden/Pulaski,2026,Revenue,Property tax,1013900,04/09/2008,12/31/2032
T-052,Kinzie Industrial Corridor,2019,Current Obligations,"Street improvements - Grand, Damen to Racine (Section 7)",-960000,06/10/1998,12/31/2022
T-118,47th/King Drive,2023,Current Obligations,Program administration,-171100,03/27/2002,12/31/2026
T-115,Chicago/Central Park,2020,Current Obligations,MSAC DS - Raby Horticultural - other TIF(s),-3780900,02/27/2002,12/31/2026
T-052,Kinzie Industrial Corridor,2018,Current Obligations,"Street improvements - Grand, Chicago Av to Damen",-750000,06/10/1998,12/31/2022
T-023,Goose Island,2018,Current Obligations,Debt service - Taxable Bond Series 2000,2483200,07/10/1996,07/10/2019
T-143,63rd/Ashland,Fund / Project Balances,Current Obligations,Lighting - West Englewood - Wolcott/Honore/Wood/Winchester,-420000,03/29/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,City Hall Council Chambers ADA ramp,-12900,11/15/2006,12/31/2030
T-073,111th Street/Kedzie Avenue Business District,2019,Current Obligations,Special Service Area 55,-14000,09/29/1999,09/29/2022
T-149,Stevenson/Brighton,2027,Current Obligations,RA - Pulaski Promenade - Notes (In-PIN - not generating),-900000,04/11/2007,12/31/2031
T-063,Canal/Congress,Fund / Project Balances,Fund Balance,FY'17 year-end balance,69833400,11/12/1998,12/31/2022
T-166,North Pullman,2021,Current Obligations,Park District IGA - Gately Park,-2000000,06/30/2009,12/31/2033
T-139,Ravenswood Corridor,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-118300,03/09/2005,12/31/2029
T-081,Belmont/Central,2021,Revenue,Property tax,5753200,01/12/2000,12/31/2024
T-061,Bronzeville,Fund / Project Balances,Current Obligations,Protected Bikeways Program,-10000,11/04/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,North Branch Transportation Study,-17500,06/10/1998,12/31/2022
T-098,63rd/Pulaski,2018,Current Obligations,Program administration,-24300,05/17/2000,12/31/2024
T-130,Edgewater/Ashland,2022,Current Obligations,Program administration,-9400,10/01/2003,12/31/2027
T-085,Western Avenue South,2021,Current Obligations,RA - North Center Senior Housing LP,-34100,01/12/2000,12/31/2024
T-156,Austin Commercial,2018,Current Obligations,"Resurfacing - Lorel, Huron to Chicago",115400,09/27/2007,12/31/2031
T-127,87th/Cottage Grove,2025,Revenue,Property tax,2535800,11/13/2002,12/31/2026
T-069,Pulaski Corridor,2021,Revenue,Property tax,4565900,06/09/1999,12/31/2023
T-085,Western Avenue South,Fund / Project Balances,Current Obligations,Park District IGA - Clark Park improvements,-89800,01/12/2000,12/31/2024
T-166,North Pullman,Fund / Project Balances,Current Obligations,RA - Whole Foods Distribution,-473300,06/30/2009,12/31/2033
T-116,Lawrence/Pulaski,Fund / Project Balances,Current Obligations,Protected bike lanes,-57800,02/27/2002,12/31/2026
T-096,Cicero/Archer,2018,Current Obligations,Resurfacing - 5200 block S Lawler,2700,05/17/2000,12/31/2024
T-077,Lincoln Avenue,Fund / Project Balances,Current Obligations,Crosswalk - Lincoln Av/ Catalpa/ Maplewood,-31600,11/03/1999,12/31/2023
T-060,71st/Stony Island,2019,Current Obligations,MSAC DS - South Shore HS,-8700000,10/07/1998,12/31/2022
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2021,Transfers Between TIF Districts,To North Pullman (Gately Park),-2000000,06/10/1998,12/31/2034
T-167,Avondale,2030,Revenue,Property tax,177500,07/29/2009,12/31/2033
T-103,Lake Calumet Area Industrial,2019,Proposed Projects,DSS facility consolidation - staging area improvements,-2000000,12/13/2000,12/31/2024
T-061,Bronzeville,2018,Current Obligations,Park District IGA - Williams Park fieldhouse - additional funding,-3000000,11/04/1998,12/31/2022
T-153,Elston/Armstrong Industrial Corridor,2025,Current Obligations,Program administration,-26200,07/19/2007,12/31/2031
T-135,Pratt/Ridge Industrial Park Conservation Area,2020,Revenue,Property tax,520900,06/23/2004,12/31/2028
T-087,Fullerton/Milwaukee,2019,Current Obligations,MSAC DS - Lorca,-2702200,02/16/2000,12/31/2024
T-166,North Pullman,2024,Current Obligations,RA - Gotham Greens,-475000,06/30/2009,12/31/2033
T-079,35th and Wallace,2023,Revenue,Property tax,1267200,12/15/1999,12/31/2023
T-121,47th/Halsted,2018,Current Obligations,Fire station repairs - Engine Co. 50 - floor,-350000,05/29/2002,12/31/2026
T-034,North Branch (South),2018,Current Obligations,North Branch Truckway study,4900,02/05/1998,02/05/2021
T-104,River West,2018,Current Obligations,Bridge/viaduct replacement - Chicago Av / Chicago River N Branch,-1500000,01/10/2001,12/31/2025
T-133,83rd/Stewart,2024,Current Obligations,RA - Chatham Market,-1319200,03/31/2004,12/31/2028
T-149,Stevenson/Brighton,2025,Current Obligations,RA - Pulaski Promenade - Notes (In-PIN - not generating),-900000,04/11/2007,12/31/2031
T-144,Harrison/Central,2030,Current Obligations,Program administration,-35600,07/26/2006,12/31/2030
T-149,Stevenson/Brighton,2022,Proposed Transfers,To Little Village (Lighting),-400000,04/11/2007,12/31/2031
T-098,63rd/Pulaski,2023,Transfers Between TIF Districts,To 51st/Archer (MSAC DS - Hernandez MS),-357600,05/17/2000,12/31/2024
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,ADA ramps - multiple locations,-316600,11/15/2006,12/31/2030
T-037,River South,2019,Current Obligations,CPS IGA - South Loop ES,-8464800,07/30/1997,12/31/2021
T-104,River West,2018,Current Obligations,Program administration,-325800,01/10/2001,12/31/2025
T-156,Austin Commercial,2031,Revenue,Property tax,2132200,09/27/2007,12/31/2031
T-053,Pilsen Industrial Corridor,2020,Revenue,Tax rate increase surplus revenue,-1405000,06/10/1998,12/31/2022
T-111,105th/Vincennes,Fund / Project Balances,Current Obligations,Professional services,-5400,10/03/2001,12/31/2025
T-001,35th/Halsted,Fund / Project Balances,Fund Balance,FY'17 year-end balance,28296300,01/14/1997,12/31/2021
T-095,Midwest,Fund / Project Balances,Current Obligations,Lighting - Roosevlt Rd,-32000,05/17/2000,12/31/2036
T-107,Division/Homan,Fund / Project Balances,Current Obligations,TIF Works,-31800,06/27/2001,12/31/2025
T-061,Bronzeville,2018,Transfers Between TIF Districts,From 47th/King (Traffic signals),400000,11/04/1998,12/31/2022
T-073,111th Street/Kedzie Avenue Business District,Fund / Project Balances,Current Obligations,"Streetscape - 111th, Central Park to Homan",-316200,09/29/1999,09/29/2022
T-081,Belmont/Central,2018,Current Obligations,Professional services,273300,01/12/2000,12/31/2024
T-147,LaSalle Central,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-2126300,11/15/2006,12/31/2030
T-030,Near North,Fund / Project Balances,Current Obligations,RA - Parkside IIA Rental,-885900,07/30/1997,07/30/2020
T-076,Devon/Western,2019,Transfers Between TIF Districts,To Touhy/Western (MSAC DS - West Ridge Elementary),-2263500,11/03/1999,12/31/2023
T-100,Ohio/Wabash,2024,Current Obligations,Program administration,-57400,06/07/2000,12/31/2024
T-075,Madison/Austin Corridor,2018,Current Obligations,"Resurfacing - Parkside, Madison to Adams",11700,09/29/1999,12/31/2023
T-098,63rd/Pulaski,2018,Transfers Between TIF Districts,To 51st/Archer (MSAC DS - Hernandez MS),-2641000,05/17/2000,12/31/2024
T-030,Near North,Fund / Project Balances,Fund Balance,FY'17 year-end balance,66430100,07/30/1997,07/30/2020
T-157,Hollywood/Sheridan,2031,Revenue,Property tax,862200,11/07/2007,12/31/2031
T-131,35th/State,2025,Current Obligations,RA - Park Boulevard Ph 1,-431600,01/14/2004,12/31/2028
T-061,Bronzeville,2019,Proposed Projects,Lighting - Smart infrastructure,-800000,11/04/1998,12/31/2022
T-134,Devon/Sheridan,2023,Current Obligations,RA - Loyola University,-281600,03/31/2004,12/31/2028
T-112,79th Street/Southwest Highway,Fund / Project Balances,Fund Balance,FY'17 year-end balance,6940200,10/03/2001,12/31/2025
T-058,Portage Park,2018,Transfers Between TIF Districts,To Jefferson Park (CTA Blue Line Modernization),-2500000,09/09/1998,09/09/2021
T-091,Peterson/Pulaski,2021,Revenue,Property tax,1639600,02/16/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,Program administration,-9100,05/17/2000,12/31/2024
T-153,Elston/Armstrong Industrial Corridor,2028,Current Obligations,Program administration,-53500,07/19/2007,12/31/2031
T-173,Montrose/Clarendon,2027,Revenue,Property tax,284600,06/30/2010,12/31/2034
T-038,Roosevelt/Cicero,2019,Transfers Between TIF Districts,To Harrison/Central (RA - Loretto Hospital),-144000,02/05/1998,02/05/2021
T-166,North Pullman,2022,Current Obligations,RA - Gotham Greens,-475000,06/30/2009,12/31/2033
T-095,Midwest,2029,Current Obligations,Program administration,-1063700,05/17/2000,12/31/2036
T-115,Chicago/Central Park,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-802600,02/27/2002,12/31/2026
T-128,Commercial Avenue,2025,Revenue,Property tax,1828300,11/13/2002,12/31/2026
T-177,Foster/California,2036,Current Obligations,Program administration,-32900,03/05/2014,12/31/2038
T-166,North Pullman,2028,Current Obligations,RA - Gotham Greens,-475000,06/30/2009,12/31/2033
T-105,53rd Street,2023,Current Obligations,RA - Smart Hotels,-186700,01/10/2001,12/31/2025
T-096,Cicero/Archer,2022,Proposed Projects,Proposed redevelopment project #1,-700000,05/17/2000,12/31/2024
T-004,49th Street/St. Lawrence Avenue,2019,Current Obligations,RA - Willard Square,-169000,01/10/1996,12/31/2020
T-145,73rd/University,2019,Current Obligations,Program administration,-8700,09/13/2006,12/31/2030
T-153,Elston/Armstrong Industrial Corridor,2027,Revenue,Property tax,951100,07/19/2007,12/31/2031
T-153,Elston/Armstrong Industrial Corridor,2024,Revenue,Property tax,828500,07/19/2007,12/31/2031
T-037,River South,Fund / Project Balances,Current Obligations,Wells St/LaSalle Park infrastructure,-68600,07/30/1997,12/31/2021
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Lighting - Green, Peoria, Sangamon, May, Carpenter, and Aberdeen",-403900,06/27/2001,12/31/2025
T-151,Armitage/Pulaski,2026,Current Obligations,Program administration,-15400,06/13/2007,12/31/2031
T-175,51st/Lake Park,2029,Revenue,Property tax,1351900,11/15/2012,12/31/2036
T-073,111th Street/Kedzie Avenue Business District,2021,Current Obligations,Program administration,-16600,09/29/1999,09/29/2022
T-140,79th/Cicero,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-1500,06/08/2005,12/31/2029
T-161,Ogden/Pulaski,2018,Current Obligations,Green alley - Grenshaw/ Roosevelt/ Keeler/ Kildare,98500,04/09/2008,12/31/2032
T-133,83rd/Stewart,2021,Current Obligations,RA - Chatham Market,-1229900,03/31/2004,12/31/2028
T-030,Near North,2019,Proposed Projects,Park District IGA - Near North Athletic Field,-3000000,07/30/1997,07/30/2020
T-072,24th/Michigan,2019,Proposed Projects,Proposed redevelopment project #1,-4000000,07/21/1999,07/21/2022
T-099,Archer/Central,Fund / Project Balances,Current Obligations,TIF Works,-125000,05/17/2000,12/31/2024
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,RA - United Air Lines,-3045400,11/15/2006,12/31/2030
T-030,Near North,2018,Current Obligations,RA - Clybourn & Division,-910900,07/30/1997,07/30/2020
T-100,Ohio/Wabash,2019,Revenue,Property tax,2071200,06/07/2000,12/31/2024
T-065,Woodlawn,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-459400,01/20/1999,01/20/2022
T-154,Pershing/King,2020,Revenue,Property tax,22800,09/05/2007,12/31/2031
T-102,Montclare,2020,Current Obligations,RA - Montclare Sr - Belden Ph2,-124500,08/30/2000,12/31/2024
T-175,51st/Lake Park,2026,Revenue,Property tax,1307800,11/15/2012,12/31/2036
T-081,Belmont/Central,2019,Current Obligations,Program administration,-81800,01/12/2000,12/31/2024
